items;lenItems;support;PBoarder;NBoarder;ClosedSet;FreeSet
(0, 3, 6);3;0.65;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 2, 4);3;0.65;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 3, 7);3;0.65;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 6);2;0.7;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(2, 4);2;0.7;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 4);2;0.7;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(2, 3);2;0.7;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(1, 2);2;0.7;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(1, 3);2;0.7;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 2, 3);3;0.7;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 1, 3);3;0.7;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 1, 2);3;0.7;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(6,);1;0.75;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(4,);1;0.75;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 7);2;0.75;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(7,);1;0.8;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(1,);1;0.8;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 2);2;0.8;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(0, 1);2;0.8;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
(3,);1;0.85;[[0, 3, 4], [0, 2, 6], [0, 2, 7], [0, 1, 2, 3], [0, 3, 6], [0, 2, 4], [0, 4, 7], [0, 1, 6], [4, 6], [0, 6, 7], [2, 4, 7], [0, 1, 7], [0, 3, 7]];[[5], [8], [9]];[[[7], 16], [[0, 3, 7], 13], [[5], 7], [[0, 1, 3], 14], [[0], 19], [[0, 2, 3], 14], [[6], 15], [[0, 1, 2, 3], 12], [[0, 3, 6], 13], [[8], 9], [[0, 1, 6], 12], [[4], 15], [[0, 3, 4], 12], [[9], 9], [[0, 1, 7], 12], [[0, 1, 2], 14], [[2], 17], [[0, 3], 17], [[0, 1], 16]];[[[3, 7], 13], [[3, 6], 13], [[1, 2], 14], [[2, 6], 13], [[6, 7], 13], [[4, 7], 13], [[2, 4, 7], 12], [[9], 9], [[0, 6], 14], [[7], 16], [[5], 7], [[0, 2, 6], 12], [[3], 17], [[0], 19], [[0, 2, 4], 13], [[0, 4, 7], 12], [[3, 4], 12], [[2, 3], 14], [[0, 2], 16], [[1, 6], 12], [[2], 17], [[0, 2, 7], 12], [[0, 4], 14], [[8], 9], [[4], 15], [[1, 7], 12], [[1, 3], 14], [[0, 6, 7], 12], [[2, 7], 13], [[2, 4], 14], [[0, 7], 15], [[6], 15], [[1, 2, 3], 12], [[4, 6], 12], [[1], 16]];
